name;localisation;price;area;rooms
2 pok | Klimatyzacja | Nowe Żerniki; Fabryczna;4000;53.0;2
Apartament Ogrody Hallera 3pokoje 70m ogród garaż; Krzyki;4500;70.0;3
Wrocław Fabryczna ul.Manganowa- 3 pok. niezależne; Fabryczna;3500;65.0;3
Gaj - Himalajska - 3-pokojowe mieszkanie; Krzyki;4000;67.0;3
Komfortowe, w pełni wyposażone, dobra lokalizacja; Śródmieście;3990;72.0;3
Po remoncie, 2 pokoje, balkon, blisko Dworzec Pkp; Stare Miasto;2900;47.57;2
Dwupokojowe mieszkanie/wynajem/Powstańców Śląskich; Krzyki;2600;51.73;2
Przestronne, 3-pokojowe, Nadodrze - od 1.08; Nadodrze;2960;69.0;3
2-pokojowe przy Placu Grunwaldzkim; Śródmieście;3300;52.0;2
2 pokoje | Balkon | Blisko Parku REZERWACJA; Fabryczna;3199;51.0;2
3 pokoje,Lokum di Trevi, miejsce w garażu w cenie!; Krzyki;3600;66.0;3
Nowoczesne, komfortowe 3-pok mieszkanie na wynajem; Fabryczna;3000;63.0;3
Rezerwacja; Fabryczna;2500;40.0;2
Mieszkanie 3-pokojowe - WSPÓLWYNAJEM; Krzyki;1600;57.0;3
Kawalerka | 40 m2 | Most Warszawski | Balkon |; Śródmieście;2100;40.0;1
Nowoczesne Osiedle/Tarnogaj - Klimasa/ 2 pok. 2017; Krzyki;3000;50.0;2
Atrakcyjne mieszkanie dwupokojowe z dużym tarasem; Krzyki;2800;48.0;2
Mieszkanie 4 pokojowe na ulicy Rymarskiej; Krzyki;10500;107.0;4
Mieszkanie 3 pokojowe w centrum miasta|Jana Pawła; Stare Miasto;4300;56.0;3
Mieszkanie 2 pokojowe w centrum miasta|ul.Legnicka; Stare Miasto;2500;40.0;2
Legnicka, 2 pokoje, wysoki standard, parking; Stare Miasto;4000;52.6;2
Do wynajęcia kawalerka z ogródkiem, nowa, meble; Krzyki;2400;26.0;1
Apartament w Którym Odpoczniesz Bezpośrednio Polec; Śródmieście;3800;45.0;2
3 pok | Duże | Grabiszyńska; Fabryczna;4300;96.0;3
4 pok | Ołtaszyn | Zielona okolica; Krzyki;6300;72.0;4
Jagodno, Drabika, pierwszy najem; Krzyki;3000;48.0;2
Wynajmę nowe, piękne, z parkingiem; Stare Miasto;4100;36.0;2
Piękne mieszkanie z dużym tarasem !od 31.08.2022!; Krzyki;3799;53.0;2
Ładna kawalerka z balkonem, w pełni wyposażona; Krzyki;2000;23.0;1
2-pokojowe przy Pięknej + parking; Krzyki;3200;43.71;2
Bez kaucji, bez prowizji!; Psie Pole;2700;24.0;1
Mieszkanie 2-pok | Ryszarda Wagnera; Krzyki;2600;41.0;2
2 pokojowe / Partynicka / Bezpośrednio; Krzyki;2600;52.0;2
Piękne Mieszkanie Stabłowice; Fabryczna;3500;53.72;3
Mieszkanie 2-pok| Nowe|Balkon| Parking| Krakowska; Krzyki;2600;35.0;2
Planty Racławickie 40 m2 z pięknym ogródkiem; Fabryczna;4500;40.0;2
2-pokojowe, 2-poziomowe, ok. pl. Grunwaldzkiego; Śródmieście;2500;44.0;2
Studio 27m2 Stare Miasto/Rynek/Oławska; Stare Miasto;2000;27.0;1
Nowe w centrum! 2 - pokojowe z balkonem i garażem; Krzyki;2900;42.17;2
Studio z balkonem blisko Centrum/Tęczowa; Stare Miasto;2000;27.0;1
LUX - Apartament Grabiszyńska; Fabryczna;2700;38.0;2
Luksusowe mieszkanie w Odra Tower, 8piętro, taras; Stare Miasto;8000;67.0;3
Piękny apartament Wandy, 108m2; Krzyki;4900;108.0;3
Wysoki Standard | 2 pok. | Jagodno | Garaż; Krzyki;2600;36.0;2
Kawalerka 26,6m ul. Łęczycka; Stare Miasto;2100;26.6;1
Od zaraz ! Umeblowane 3M + balkon | garaż, piwnica; Krzyki;3500;65.0;3
Super mieszkanie,Umeblowane,Balkon, Garaż,; Psie Pole;2300;41.0;2
duże mieszkanie 3 pokoje balkon, pl. Dominikański; Stare Miasto;6500;118.0;3
6 pok. miedzy rynkiem a uniwersytetem / English; Rynek;4600;90.0;6
Wrocław, Dmowskiego 19 c. Mieszkanie 38 m2; Stare Miasto;3200;38.0;2
Wynajmę 48m2 Wrocław-Muchobór Wielki; Fabryczna;2000;48.0;2
Wrocław, Dmowskiego 19 c. Mieszkanie 38 m2; Stare Miasto;3200;38.0;2
2pok.mieszkanie na Szczepine, pełen rozkład, osobn; Stare Miasto;2450;42.0;2
Nowe - komfortowe mieszkanie Klecina !!!; Krzyki;3700;57.0;3
Do wynajęcia od zaraz - Promenady Wrocławskie 30m2; dolnośląskie;2900;30.0;1
Mieszkanie 2 pokoje Kręta 21 z balkonem!; Nadodrze;3000;40.36;2
Kawalerka | Oddzielna kuchnia | Balkon | parking; Fabryczna;2200;27.0;1
Blisko Uniwersytetu,osobna kuchnia,balkon,umeblow.; Stare Miasto;2000;35.0;1
20 min. od granicy Wrocławia – Brzeg Dolny; dolnośląskie;2400;52.0;3
wynajem - nowe 2 pokojowe mieszkanie na Jagodnie; Krzyki;2900;50.0;2
Przytulne dwupokojowe mieszkanie z widną kuchnią; Stare Miasto;2850;41.1;2
Wrocław ul Malarska obok rynku 2 pokoje, 1 piętro; Rynek;3000;55.5;2
Wysoki standard 2-pokoje Garaż Balkon od 25 lipca; Fabryczna;3000;48.0;2
CORTE VERONA 2-pok Taras Garaż od 1 sierpnia; Fabryczna;2800;50.0;2
Ul Gorlicka, Psie Pole- zadbane, 2 pkoje; Psie Pole;2700;49.0;2
Piękne mieszkanie w centrum 2 pokoje rozkład; Stare Miasto;2800;48.19;2
Wynajem mieszkanie 3 pokojowe ul. Zielińskiego; Krzyki;3500;50.0;3
Piękne Mieszkanie Jagodno; Krzyki;3000;50.0;2
Mieszkanie Jagodno; Krzyki;2700;43.0;2
Mieszkanie Ogrody Hallera Premium; Fabryczna;5000;48.0;2
Fully Furnished |Cleaning included| Parking |SPA 5; Stare Miasto;6800;48.0;2
Mieszkanie, Zakrzów, ul. Hetmańska 9 - parter; Psie Pole;2500;51.0;2
Mieszkanie przy Rynku; Stare Miasto;2500;38.0;2
Doskonała lokalizacja/Umeblowane/Super oferta; Krzyki;3000;32.2;2
Witolda 3840 | Unikatowy Apartament; Stare Miasto;9500;85.5;3
Mieszkanie ul. Chałupnicza; Psie Pole;3000;47.0;2
3 pokoje / wysoki standard / Kępa Mieszczańska; Śródmieście;4100;68.0;3
Komfortowe 2-pok. mieszkanie w świetnej okolicy 65; dolnośląskie;3550;65.0;2
Mieszkanie z pięknym tarasem blisko parku i basenu; Krzyki;3390;57.0;2
Obornicka / 2 pokoje / balkon / klima / garaż; Psie Pole;3000;47.0;2
mieszkanie rynek Odra Tower z widokiem na rzekę; Stare Miasto;2900;38.0;2
Ładne 2 pokoje Jagodno; Krzyki;2400;43.0;2
przy Ogrodzie Botanicznym/at the Botanical Garden; Stare Miasto;6000;85.0;3
Mieszkanie Wrocław, ul. Hermanowska; Fabryczna;2700;57.0;3
Atrakcyjny mikroapartament na ul.Fabrycznej; Fabryczna;1800;17.0;1
2pokoje/strzegomska/centrum/balkon; Stare Miasto;2700;37.0;2
2 pokojowe mieszkanie Grabiszynek/Mosiezna; Fabryczna;2700;54.0;2
Apartament/biuro 2 pokojowy Thespian; Krzyki;4000;82.0;2
Mieszkanie w dogodnej lokalizacji; Psie Pole;2500;34.0;2
Garaż Bajana Skrzydlata Idzikowskiego SM6 Gądów; Fabryczna;45000;40.0;1
Penthaouse z panoramą na Wrocław; Krzyki;10000;102.0;4
Mieszkanie Biskupin 50mkw, 2 pokoje; Śródmieście;2600;50.0;2
3-pokojowy apartament na Starym Mieście 74m2; Stare Miasto;4700;74.0;3
Wynajem komfortowe 2 pok+garder. 44m2, 1.3km centr; dolnośląskie;2350;44.0;2
Piękne 2 pokojowe mieszkanie- Idelane dla pary!; Psie Pole;2900;45.0;2
3-pok, ul. Ciepła - Aquapark, UE, Wroclavia; Krzyki;3800;65.0;3
Nowe, nowoczesne, designerskie, z m. postojowym; Krzyki;3950;49.97;2
5 min pieszo do Sky Tower/ od 16 września; Krzyki;3200;56.0;3
Zakładowa blisko Centrum z widokiem na Odrę!; Śródmieście;2700;33.0;2
Mieszkanie z dużym narożnym balkonem Krzyki Gaj; Krzyki;2600;52.0;2
Kawalerka przy ul. Zielińskiego we Wrocławiu; Stare Miasto;2200;27.0;1
Piękne mieszkanie z balkonem oraz komórka lok.; Fabryczna;2800;35.0;2
Mieszkanie 68m2 / Czartoryskiego / 2x parking/4pok; Psie Pole;5200;68.0;4
Dwa pokoje Olimpia Port- 47,6 mkw; Psie Pole;3000;47.63;2
Do wynajęcia 3 pokojowe mieszkanie w centrum; Stare Miasto;2700;83.0;3
Premium! 2 pok.Taras, miejsce post.komórka; Krzyki;3300;45.0;2
Wrocław, ul. Szczytnicka, 2 pokoje, 47 mkw; Śródmieście;2600;47.0;2
Mieszkanie 2 pokoje + salon + balkon + taras; Psie Pole;5000;55.19;3
Apartament LUX w sercu miasta - ul. Ruska/Rynek; Rynek;3000;41.0;2
Mieszkanie (Dąbie Silver) (idealne dla studentów); Śródmieście;2500;76.0;2
Fantastyczna kawalerka.; Fabryczna;2200;25.0;1
Apartament Grabiszyńska WOLNE od 1.09; Fabryczna;2700;37.0;2
Apartament-Krzyki_Bieńkowice_2 pok. z balkonem_LUX; Krzyki;2900;40.0;2
Luksusowe mieszkanie z miejscem garażowym w cenie; Fabryczna;3700;69.47;3
Centrum Walońska nowa kawalerka 32m2; Krzyki;3200;32.0;1
Centrum Walońska nowa kawalerka 32m2; Stare Miasto;3200;32.0;1
Piękne i duże mieszkanie na Zwycięskiej; dolnośląskie;6800;110.0;5
Unikatowe studio 90m2 w centrum Rynkowych wydarzeń; Rynek;5900;90.0;2
Kawalerka | od zaraz | po remoncie; Nadodrze;2400;28.0;1
Mieszkanie 3 poziomowe o podwyższonym standardzie.; dolnośląskie;8600;160.0;4
Mieszkanie 58m Zwycięska 35, 3 pokoje m-CE parking; Krzyki;3500;58.0;3
Mieszkanie 3-pok 56,8m2 ul. Semaforowa Brochów; Krzyki;2600;56.8;3
mieszkanie 4 pok Grabiszynek; Fabryczna;10500;106.5;4
Mieszkanie 3 osobne pokoje balkon i parking Oporów; Fabryczna;3500;70.0;3
Dwupokojowe mieszkanie z balkonem, Gądów, 51mkw; Fabryczna;2800;51.0;2
2 pokoje | osobna kuchnia|; Fabryczna;3000;51.0;2
2-pokojowy apartament z balkonem, Fashion Outlet; Fabryczna;3300;55.0;2
Apartament z widokiem na Odrę, topowa lokalizacja; Stare Miasto;14000;97.0;3
Mieszkanie 3-pok | Nowe | Winda | Balkon| Husarska; Krzyki;4500;85.0;3
w samym Rynku; Stare Miasto;3450;70.0;3
Wrocłsw-Śródmieście, ul.I.Daszyńskiego, do wynajęc; dolnośląskie;2300;54.0;2
Mieszkanie na Jagodnie, 43m BEZ POŚREDNIKÓW; Krzyki;2800;43.0;2
2 Pokoje | Gaj | Od Zaraz; Krzyki;2650;50.0;2
Mieszk 2 pok+kom. lokator, Tarnogaj,; Krzyki;2800;42.0;2
2 pokoje, ul. Teatralna/ osobna kuchnia/ balkon; Stare Miasto;4500;51.61;2
3 pok | Pierwszy Najem | Wysoki standard; Krzyki;6500;77.0;3
Kawalerka | 10 min od Rynku | wolne od zaraz; Krzyki;2200;33.0;1
Tyrmanda-do wynajęcia urządzone 3-pok. mieszkanie; Fabryczna;4000;60.0;3
Angel City ul. Walońska STUDIO,SPA&GYM 0% Prowizji; Stare Miasto;3000;28.5;1
2 pok z ogródkiem, klimatyzacja,SPA&GYM 0%prowizji; Stare Miasto;4500;62.0;2
2 pokoje ul. Gubińska; Fabryczna;3000;48.9;2
Do Wynajęcie Mieszkanie 3 pok 64m2 Pl.Grunwaldzki; Śródmieście;3500;64.0;3
2 pok. Psie Pole-Litewska/Od Zaraz!; Psie Pole;2700;50.0;2
Klimatyzowane, wyremontowane mieszkanie w CENTRUM; Śródmieście;3000;48.0;2
Mieszkanie 54m2, Szczepin, ul. Ścinawska; Stare Miasto;3000;54.0;3
Basen, Siłownia, Park.; Stare Miasto;4500;66.08;2
Fajne dwa pokoje na ul.Rutkiewicz 50m2(Gaj); Krzyki;2500;50.0;2
od 1 sierpnia * 3 pokoje * Krzyki/ Gaj; Krzyki;3200;61.0;3
TOP ! ul Grunwaldzka Luksusowa Lokalizacja Idealne; Śródmieście;2500;38.0;2
Przy Hiltonie,ovo,winda,balkon,ogrz.miejskie.; Stare Miasto;3000;65.0;2
4 pokoje Centrum/Rynek/od 5.08/Okazjonalny; dolnośląskie;5500;80.0;4
Polecam nowe 3pok. mieszkanie, Promenady z garażem; Śródmieście;4000;60.0;3
Apartament 2 pokojowy Kępa Mieszczańska; Stare Miasto;4000;55.0;2
2 pokojowe Sempołowskiej Biskupin; Śródmieście;2900;36.0;2
Prestiżowy Apartament Studio 28m2 - Tęczowa 31A; Stare Miasto;4900;28.0;1
Duże Studio w Angel City SPA&GYM 0% prowizji; Stare Miasto;3200;35.5;1
Mieszkanie 3 pokojowe 60m2 ul. Balonowa.; Fabryczna;3500;60.0;3
Angel City 2 pokoje, SPA&GYM ul.Walońska; Stare Miasto;3900;41.0;2
2 pokoje, parking Angel City SPA&GYM; Stare Miasto;4500;43.0;2
Przestronna kawalerka z loggią - pierwszy najem; Psie Pole;2000;26.0;1
TOP ! ul Grunwaldzka Luksusowa Lokalizacja Idealne; Śródmieście;2500;38.0;2
Przestronne mieszkanie w apartamentowcu przy rzece; Nadodrze;3690;59.0;3
Rozkład/blisko uczelni/centrum/wolne od 25.07; Stare Miasto;2900;50.0;2
Wrocław/Fabryczna/Muchobór Mały/Strzegomska; Fabryczna;3000;44.0;2
Nowe mieszkanie 39,2 m2 / 2 pok. / 2 piętro; Fabryczna;2600;39.2;2
Od Września, m2 Piękna | m-ce garażowe, klima; Krzyki;3700;50.0;2
Mieszkanie 2 pokojwe rozkładowe balkon Muchobór; Fabryczna;2500;43.0;2
Mieszkanie 3-pokojowe wynajem bezpośrednio; dolnośląskie;2900;57.0;3
NOWY apartament w Centrum Wrocławia OVO; Stare Miasto;15000;120.0;3
Zadbana kawalerka z antresolą w super lokalizacji; Krzyki;2300;39.0;1
Przytulna kawalerka w topowej lokalizacji; Stare Miasto;2300;37.5;1
Mieszkanie| Kawalerka| Klimatyzacja| Ołtaszyn; Krzyki;2800;41.0;1
Wrocław, Fabryczna, Nowy Dwór; Fabryczna;3000;62.1;3
Wrocław, Centrum, Mikołaja; Stare Miasto;4000;71.56;3
Wynajmę 3 pokojowe Czajkowskiego; Psie Pole;3800;48.0;3
duże 2 pokoje Wyszyńskiego; Śródmieście;3000;62.0;2
Mieszkanie na Biskupinie 49m2 2 pokoje na wynajem; Śródmieście;2400;49.0;2
3 pokojowe rozkładowe, duży taras, m. postojowe; Krzyki;3500;62.5;3
4 pok | Dla rodziny | Od zaraz; Fabryczna;10499;105.0;4
Dwupokojowe mieszkanie nowe osiedle/Kunickiego; Fabryczna;2200;35.08;2
2pok. z osobną kuchnią,ogrodem i m.post.naziemnym; Psie Pole;2800;43.0;2
Mieszkanie, 60 m², Wrocław; Śródmieście;3000;60.0;3
Kępa Mieszczańska 2 pokoje, garaż, komórka Hit!!!; dolnośląskie;3000;32.0;2
Luksusowy Apartament w Centrum Budynek Ovo; Rynek;7500;75.0;2
Studio 35 m2 z balkonem/ Nadodrze / Żeromskiego; Śródmieście;2100;35.0;1
Popowice/wyposażone/wysoki standard/dużo zieleni.; Fabryczna;3100;45.0;2
Mieszkanie z balk/Śródmieście/Słowiańska od 1.08; Śródmieście;3100;50.0;3
Przy Uniwersytecie Kępa Mieszczańska + garaż; dolnośląskie;3000;32.0;1
Bulwary Książęce | Wyjatkowy Widok | Taras 90 m2; Stare Miasto;9500;80.0;3
Do wynajęcia kawalerka w centrum Wrocławia; Stare Miasto;2250;34.0;1
Przy Uniwersytecie Kępa Mieszczańska, 2 pok. garaż; dolnośląskie;4000;42.0;2
3-pokojowe ul. Na Grobli/PWr/UPWr; Krzyki;2800;48.0;3
Centrum loft design / 2 pokoje / miejsce postojowe; dolnośląskie;3000;45.0;2
Nowoczesny Apartament, Hubska Center (od 01/09); Krzyki;2800;36.5;2
Luksusowa kawalerka w centrum Wrocławia OD ZARAZ; Krzyki;2300;32.0;1
Przestronna kawalerka po remoncie*31mkw*BALKON*GAJ; Krzyki;2500;31.0;1
Mieszkanie 3 - pokojowe 50 m2, Osiedle Grabiszyn; Fabryczna;2300;49.0;3
REZERWACJA mieszkanie 3 pok przy Dworcu Główny; Krzyki;2750;47.0;3
3 pokojowe, rozkład, UE, SKY Tower; Krzyki;2600;57.0;3
Wynajem komfortowe 2 pok+garder. 44m2, 1.3km centr; dolnośląskie;2350;44.0;2
Salon z aneksem, sypialnia/gabinet, garaż; Śródmieście;2800;33.0;2
Mkroapartament na Placu Grunwaldzkim; Śródmieście;2200;18.0;1
Księcia Witolda mieszkanie 34m2 do wynajęcia Nowe; Śródmieście;3000;34.0;1
Mieszkanie na wynajem z balkonem na Grunwaldzie; Śródmieście;2200;48.0;2
Mieszkanie w centrum | Balkon | Komórka | od 01.08; Stare Miasto;2000;27.0;1
apartament do wynajęcia w sercu Wrocławia; dolnośląskie;2500;39.0;2
Pierwszy najem mieszkanie, duży ogród, komórka; Psie Pole;3300;50.78;3
ul. Gagarina/2 pokoje /balkon/Mp; Fabryczna;2800;38.51;1
Ochrona, parking, komórka; Stare Miasto;2400;35.0;2
Mieszkanie ul. Kunickiego 60m2, 2 pokoje M. Wielki; Fabryczna;3800;60.0;2
Luksusowo wykończone 2-pokojowe garaż Grabiszyńska; Fabryczna;2500;35.0;2
Rozkładowe, 2 pokojowe mieszkanie na Gaju.; Krzyki;2900;52.0;2
Trzy Pokoje - 90m2 - Przedmieście Oławskie!; Krzyki;4300;90.0;3
Róży Wiatrów, sypialnia i salon z aneksem; dolnośląskie;2850;48.0;2
Mieszkanie, 38 m², Wrocław; Krzyki;2900;38.0;2
Mieszkanie przy Kępie Mieszczańskiej- Balkon - Now; Nadodrze;2800;48.5;2
Wrocław Rynek 2 pokoje wysoki standard po remoncie; dolnośląskie;4300;53.0;2
3-pok | Balkon | Garaż | Oporów | ul. Wiejska; Krzyki;3900;65.0;3
Mieszkanie W Świetnej Lokalizacji - Już Dostępne; Śródmieście;3500;38.0;2
Polecam luksusowe mieszkanie,3pok, wysoki standard; Stare Miasto;4800;63.0;3
2-pokojowe, rozkładowe dla 4 pracujących osób, Wro; Śródmieście;2400;44.0;2
Studio z balkonem | 35m2 | ul. Gwiaździsta; Krzyki;2950;35.0;1
Mieszkanie, 32,50 m², Wrocław; Stare Miasto;2300;32.5;1
Komfortowe mieszkanie z pięknym widokiem; Krzyki;3700;45.0;2
Na wynajem mieszkanie ul. Krzemieniecka Wrocław; Fabryczna;2250;36.1;1
3 pokoje na Popowicach; Fabryczna;2000;54.1;3
Nowe, piękne mieszkanie do wynajęcia - Jagodno.; Krzyki;4000;54.0;4
Wysoki standard, 3 pokoje, garaż, balkon,Grabiszyn; Fabryczna;4800;64.46;3
Kawalerka w domu jednorodzinnym | Stabłowice; Fabryczna;1600;25.0;1
3-pokojowe Garaż Centrum Wrocławia od 1 sierpnia; Wrocław;4000;60.0;3
2-poziomowe 85m, 3 pokoje, taras 70m na dachu; Krzyki;5000;85.0;3
Nowoczesne 2-pok mieszkanie przy ul. Dmowskiego 13; Stare Miasto;3100;40.0;2
Pokój do wynajęcia; Krzyki;1200;12.0;1
Mieszkanie, 63,71 m², Wrocław; Fabryczna;2200;63.71;2
Mieszkanie/Wrocław/GAJ/2-Pokoje/Osobna kuchnia; Krzyki;3200;52.0;2
Kawalerka centrum Wrocławia; Śródmieście;2700;30.0;1
Wrocław, Stare Miasto, Kościuszki tuż przy Renomie; Stare Miasto;500;27.0;1
2 pokojowe mieszkanie z balkonem, po remoncie; Fabryczna;2500;40.0;2
Nowe mieszkanie w stylu Glamour| 3-pokoje| balkon; Psie Pole;3200;52.0;3
2 pokoje z balkonem ul. Pochyła - Stare Miasto; Stare Miasto;3100;53.72;2
2pokoje*Blisko centrum*Od sierpnia*Grabiszyńska; Stare Miasto;3200;55.0;2
4 pokoje / od 23 lipca / blisko centrum; Śródmieście;5000;80.0;4
Studio w Angel City, Siłownia i SPA ul. Walońska; Stare Miasto;3100;28.0;1
Zaciszny apartament z widokiem na park | Dąbie; Śródmieście;7000;74.0;3
2 pokoje#Biskupin; Śródmieście;2500;50.0;2
Ścisłe Centrum, 100m od pl. Dominikańskiego!; Stare Miasto;2800;44.0;2
3 pok# Leśnica#garaż#nowe; Fabryczna;3000;58.0;3
2 pokojowe od 01.08. ul. Kuźnicza - Rynek Wrocław; Stare Miasto;2700;40.0;2
Stylowa kawalerka w centrum miasta; Stare Miasto;2200;25.0;1
ELeganckie, trzypookojowe mieszkanie na Gaju; Krzyki;3500;65.0;3
Nowoczesne, trzypkojowe mieszkanie na Tęczowej; Stare Miasto;3800;61.0;3
3-pok | Balkon | Klima | Olimpia Port; Psie Pole;3400;55.0;3
Ładna Kawalerka | ul. Graniczna | Airport |; Fabryczna;2350;26.0;1
2 pokoje | 46m2 | Nadodrze | ul. Pomorska 44; Śródmieście;3000;46.0;2
4 pok | Magnolia | Dostępne; Fabryczna;5000;67.0;4
Mieszkanie ul. Mińska, 3 pokoje, świeżo odnowione; Fabryczna;3100;58.1;3
2 pokoje plus salon, Buforowa! Mała Toskania; Krzyki;3000;48.0;3
MIeszkanie w centrum od zaraz! Łokietka!; Nadodrze;3000;50.0;2
Psie Budy,38 mkw.,klucze w biurze; Stare Miasto;2300;38.51;1
Mieszkanie na wynajem Psie Pole; Psie Pole;2300;33.0;2
klimatyzowane 2 pokoję w sercu miasta, z windą; Stare Miasto;3700;50.0;2
okolice Grunwaldu, 3 pokoje z oddzielną kuchnią; Śródmieście;3100;66.0;3
Jasne 4pok, Legnicka, parking, taras; Fabryczna;7500;83.0;4
2-pokojowe / Tanio / Od zaraz; Fabryczna;2500;42.0;2
Genialne mieszkanie w sercu Wrocławskiego Rynku!; Stare Miasto;4000;59.1;2
Wrocław-Krzyki-2 pokoje- Apartament obok UE; Krzyki;2790;47.0;2
Do wynajęcia trzypokojowe mieszkanie w inwestycji; Fabryczna;3800;60.0;3
Wysoki standard / Kawalerka / Centrum; Śródmieście;2600;30.0;1
Loft Studio By The River; Krzyki;2500;25.0;1
Fitness, bilard, taras na dachu; Śródmieście;8500;87.0;4
Super wygodne dla młodych 4 pok- Powstańców Śl.; Krzyki;4000;110.0;4
Ładne mieszkanie na Brochowie; Krzyki;3000;43.6;3
Wynajm mieszkania Rynek - Centrum; Stare Miasto;3500;54.0;4
2 pokoje, Ołtaszyn, Zwycięska, Kawalerzystów; Krzyki;2600;44.0;2
Mieszkanie (Dąbie Silver) (idealne dla studentów); Śródmieście;2500;76.0;2
Kawalerka | Klimatyzacja | Ołtaszyn; Krzyki;2800;41.0;1
Piękne 3 pok, komórka lokatorska, parking w cenie!; Stare Miasto;5500;73.0;3
Mieszkanie 2-pok | Rozkład | św. Mikołaja; Stare Miasto;2900;46.0;2
3-pokojowy apartament z tarasem z widokiem na Odrę; Śródmieście;4999;56.0;3
4 pokoje w samym centrum / balkon; Stare Miasto;5000;73.0;4
Wynajem, 2-pok z balkonami z oddzielną kuchnią; Śródmieście;3500;44.21;2
Mieszkanie 2-pok | Winda | Rozkład | Białowieska; Fabryczna;3500;47.0;2
2 Pokoje | Centrum | Od sierpnia; Śródmieście;3200;37.0;2
Rynek kawalerka dla Singla; Rynek;2400;30.0;1
Do wynajęcia mieszkanie 48m2 Wrocław Krzyki , Zwyc; Krzyki;3450;48.0;2
Luksusowy apartament w centrum Wrocławia!; Stare Miasto;7000;103.0;3
✅Mieszkanie z Ogródkiem Blisko Akademii Medycznej✅; Krzyki;3000;55.0;2
3 pokojowe mieszkanie na ul. Zatorskiej; Psie Pole;2600;59.0;3
Kawalerka*Blisko centrum*Od lipca; Śródmieście;1800;22.4;1
Mieszkanie 3-pok | Balkon | Górnickiego; Śródmieście;3500;60.0;3
Nowe, niskie opłaty, cena do negocjacji!; Fabryczna;2900;40.0;2
Al.Matejki_3Pok_Rozkład_Od_1.08; Śródmieście;3200;72.89;3
Piękne mieszkanie do wynajęcia - Maślice; Fabryczna;4000;70.0;4
Mieszkanie/lokal komercyjny obok Rynku; Stare Miasto;2500;45.5;3
Kawalerka dla inżyniera, programisty, szefa firmy; dolnośląskie;1500;34.0;1
Luksusowa lokalizacja z pięknym wykończeniem w pob; Śródmieście;5500;80.68;2
LUX* 4 pok, 2 balkony, klimatyzacja, Rynek; Stare Miasto;5900;74.0;4
Duże rozkładowe mieszkanie Promenady Wrocławskie; Psie Pole;3000;48.0;2
Piękne, dwupokojowe mieszkanie, wysoki standard; Psie Pole;3000;42.0;2
Nowa Papiernia, mieszkanie loftowe, wysokie, cegła; Śródmieście;3100;38.0;2
Mieszkanie 43 m z balkonem w kamienicy; Śródmieście;3400;43.0;2
Piłsudskiego Blisko Świdnickiej; Stare Miasto;3000;58.0;3
3 pok. 60m2, Factory, Lotnisko, AOW, Muchobór Wlk.; Fabryczna;3300;60.0;3
Mieszkanie - Wrocław Fabryczna; Fabryczna;5000;116.0;5
Oporów Nowość Mieszkanie willowe 4 pok; Fabryczna;4500;106.0;4
2-pokojowy apartament w Angel City- pierwszy najem; Krzyki;3200;41.0;2
Przy Uniwersytecie,z klimatem,rozkładowe,po remon.; Stare Miasto;3900;71.0;3
mieszkanie 3 pok. Wrocław Kamienna z garażem podz.; Krzyki;3900;51.0;3
Piękne M3 niedaleko Wyspy Słodowej; Nadodrze;3500;68.51;3
Nowe 67 m2 3-pokoje + duży taras Aleja Architektów; Fabryczna;4200;67.0;3
3 Pokoje, Dwa Poziomy, Os. zamknięte, Garaż; Krzyki;3300;69.0;3
Piękna, Osiedle Oaza, mce postojowe i taras 30 mkw; Krzyki;2800;50.0;2
Wysoki Standard|W pełni umeblowane|Partynice; Krzyki;3490;44.0;2
Widok na Stare Miasto/Zabytkowa kamienica; Stare Miasto;4000;47.0;2
Mieszkanie - Wrocław Śródmieście; Śródmieście;2000;55.0;3
Ładna kawalerka z duży balkonem na Gądowie Małym; Fabryczna;2000;37.0;1
2 pokojowe | 49m2 | ul. Krzywoustego | Kromera; Psie Pole;2750;49.5;2
2 pok mieszkanie+ balkon, 46,48 m2, ul. Gorlicka; Psie Pole;2800;46.84;2
Kawalerka gotowa do zamieszkania od zaraz; Krzyki;2000;30.0;1
4pokoje*Idealne dla grupy znajomych*Manganowa*; Stare Miasto;4500;90.0;4
Krucza | 3 pokoje | miejsce postojowe | Rozkład; Fabryczna;3800;58.0;3
Apartament 3-pokojowy – Powstańców Śląskich; Krzyki;6700;78.0;3
Gwiaździsta Centrum Południowe 2-pokoje; Śródmieście;3400;36.0;2
2 pokoje, osiedle Cztery Pory Roku, bezpośrednio; Krzyki;2700;42.0;2
Oporów , komfortowe, wygodne , mieszkanie willowe; Fabryczna;4700;80.0;4
Mieszkanie na 23%Vat ul.Grabiszyńska 204d; Fabryczna;2700;37.0;1
Mieszkanie na 23%Vat ul.Grabiszyńska 204d; Fabryczna;2700;37.0;1
Faktura 23%Vat ul.Grabiszyńska 204d; Fabryczna;2700;37.0;1
Mieszkanie 4-pok | Balkon| Piwnica| Żubrza; Fabryczna;5000;65.0;4
2- pok | Taras | Dla pary | Jagodno; Krzyki;2600;46.0;2
Bezpośrednio Vespucciego 2 pokoje nowe premium; Psie Pole;3000;40.0;2
Taras 50 m2 - Garderoba - Media Miejskie - Piwnica; Fabryczna;2900;53.0;2
Kawalerka, świetna lokalizacja; Fabryczna;2350;34.15;1
